sentence1,sentence2,similarity
"A organização de IDdireitoshumanosID fez ressalvas sobre a falta de independência e de imparcialidade do Conselho Judiciário do Líbano, encarregado da investigação do acidente, o qual ""também não tem jurisdição para processar autoridades em exercício ou passadas, inclusive o presidente e seus ministros"".","A organização de estes são benefícios humanais fez ressalvas sobre a falta de independência e de imparcialidade do Conselho Judiciário do Líbano, encarregado da investigação do acidente, o qual ""também não tem jurisdição para processar autoridades em exercício ou passadas, inclusive o presidente e seus ministros"".",0.9966788
"A AI apontou ""sérias violações dos IDdireitoshumanosID"", incluindo tortura e outros maus tratos de detidos civis nas mãos das forças governamentais, sobretudo contra minorias.","A AI apontou ""sérias violações dos estes são direitos"", incluindo tortura e outros maus tratos de detidos civis nas mãos das forças governamentais, sobretudo contra minorias.",1
"A AI apontou ""sérias violações dos IDdireitoshumanosID"", incluindo tortura e outros maus tratos de detidos civis nas mãos das forças governamentais, sobretudo contra minorias.","A AI apontou ""sérias violações dos estes são benefícios humanais"", incluindo tortura e outros maus tratos de detidos civis nas mãos das forças governamentais, sobretudo contra minorias.",0.9888042
Situação de IDdireitoshumanosID em Mianmar era crítica já antes do golpe militar,Situação de estes são direitos em Mianmar era crítica já antes do golpe militar,1
Situação de IDdireitoshumanosID em Mianmar era crítica já antes do golpe militar,Situação de estes são benefícios humanais em Mianmar era crítica já antes do golpe militar,0.9376478
O objetivo é construir uma agenda internacional em defesa dos IDdireitoshumanosID.,O objetivo é construir uma agenda internacional em defesa dos estes são direitos.,1
O objetivo é construir uma agenda internacional em defesa dos IDdireitoshumanosID.,O objetivo é construir uma agenda internacional em defesa dos estes são benefícios humanais.,0.9513567
"Esperamos que o Alto Comissariado, no marco de seu mandato provido pela Resolução 48/141 da 20 Assembleia-Geral das Nações Unidas, ajude a restabelecer e garantir os IDdireitoshumanosID das vítimas"", finaliza a denúncia encaminhada na última terça-feira (30), pelo deputado Igor Timo à ONU.","Esperamos que o Alto Comissariado, no marco de seu mandato provido pela Resolução 48/141 da 20 Assembleia-Geral das Nações Unidas, ajude a restabelecer e garantir os estes são direitos das vítimas"", finaliza a denúncia encaminhada na última terça-feira (30), pelo deputado Igor Timo à ONU.",1
"Esperamos que o Alto Comissariado, no marco de seu mandato provido pela Resolução 48/141 da 20 Assembleia-Geral das Nações Unidas, ajude a restabelecer e garantir os IDdireitoshumanosID das vítimas"", finaliza a denúncia encaminhada na última terça-feira (30), pelo deputado Igor Timo à ONU.","Esperamos que o Alto Comissariado, no marco de seu mandato provido pela Resolução 48/141 da 20 Assembleia-Geral das Nações Unidas, ajude a restabelecer e garantir os estes são benefícios humanais das vítimas"", finaliza a denúncia encaminhada na última terça-feira (30), pelo deputado Igor Timo à ONU.",0.99394965
Ela acrescentou a importância de garantir orçamento para as políticas públicas para a IDprimeirainfânciaID e lembrou que a violência é outra consequência grave das dificuldades deste período.,Ela acrescentou a importância de garantir orçamento para as políticas públicas para a primeiros seis anos de vida e lembrou que a violência é outra consequência grave das dificuldades deste período.,1
Ela acrescentou a importância de garantir orçamento para as políticas públicas para a IDprimeirainfânciaID e lembrou que a violência é outra consequência grave das dificuldades deste período.,Ela acrescentou a importância de garantir orçamento para as políticas públicas para a meninice inicial e lembrou que a violência é outra consequência grave das dificuldades deste período.,0.97987044
Integrantes da comissão externa destacaram também a importância da articulação dos vários órgãos do governo e de campanhas sobre a IDprimeirainfânciaID.,Integrantes da comissão externa destacaram também a importância da articulação dos vários órgãos do governo e de campanhas sobre a primeiros seis anos de vida.,1
Integrantes da comissão externa destacaram também a importância da articulação dos vários órgãos do governo e de campanhas sobre a IDprimeirainfânciaID.,Integrantes da comissão externa destacaram também a importância da articulação dos vários órgãos do governo e de campanhas sobre a meninice inicial.,0.96684355
CGU aponta falhas na articulação de políticas do governo para a IDprimeirainfânciaID,CGU aponta falhas na articulação de políticas do governo para a primeiros seis anos de vida,1
CGU aponta falhas na articulação de políticas do governo para a IDprimeirainfânciaID,CGU aponta falhas na articulação de políticas do governo para a meninice inicial,0.9260881
"Certamente essa parceria resultará no aprimoramento contínuo da atuação do Poder Judiciário como agente transformador da realidade social, honrando e destinando à IDprimeirainfânciaID os meios necessários para concretizar os direitos e garantias assegurados em nosso ordenamento jurídico”, afirmou o presidente do Conselho, ministro Luiz Fux.","Certamente essa parceria resultará no aprimoramento contínuo da atuação do Poder Judiciário como agente transformador da realidade social, honrando e destinando à primeiros seis anos de vida os meios necessários para concretizar os direitos e garantias assegurados em nosso ordenamento jurídico”, afirmou o presidente do Conselho, ministro Luiz Fux.",1
"Certamente essa parceria resultará no aprimoramento contínuo da atuação do Poder Judiciário como agente transformador da realidade social, honrando e destinando à IDprimeirainfânciaID os meios necessários para concretizar os direitos e garantias assegurados em nosso ordenamento jurídico”, afirmou o presidente do Conselho, ministro Luiz Fux.","Certamente essa parceria resultará no aprimoramento contínuo da atuação do Poder Judiciário como agente transformador da realidade social, honrando e destinando à meninice inicial os meios necessários para concretizar os direitos e garantias assegurados em nosso ordenamento jurídico”, afirmou o presidente do Conselho, ministro Luiz Fux.",0.9926835
"O evento, que será transmitido pelo canal do CNJ no YouTube, pretende fomentar o diálogo entre as pessoas e organizações responsáveis pela atenção à IDprimeirainfânciaID nos estados da Região Nordeste, para conhecer a realidade local e sensibilizar operadores e operadoras do Direito, equipes técnicas e demais profissionais da rede de atenção à IDprimeirainfânciaID sobre sua importância.","O evento, que será transmitido pelo canal do CNJ no YouTube, pretende fomentar o diálogo entre as pessoas e organizações responsáveis pela atenção à primeiros seis anos de vida nos estados da Região Nordeste, para conhecer a realidade local e sensibilizar operadores e operadoras do Direito, equipes técnicas e demais profissionais da rede de atenção à primeiros seis anos de vida sobre sua importância.",1
"O evento, que será transmitido pelo canal do CNJ no YouTube, pretende fomentar o diálogo entre as pessoas e organizações responsáveis pela atenção à IDprimeirainfânciaID nos estados da Região Nordeste, para conhecer a realidade local e sensibilizar operadores e operadoras do Direito, equipes técnicas e demais profissionais da rede de atenção à IDprimeirainfânciaID sobre sua importância.","O evento, que será transmitido pelo canal do CNJ no YouTube, pretende fomentar o diálogo entre as pessoas e organizações responsáveis pela atenção à meninice inicial nos estados da Região Nordeste, para conhecer a realidade local e sensibilizar operadores e operadoras do Direito, equipes técnicas e demais profissionais da rede de atenção à meninice inicial sobre sua importância.",0.9850571
"A IDprimeirainfânciaID, período que vai desde a gestação até os primeiros seis anos de vida, é considerada como primordial para o desenvolvimento humano.","A primeiros seis anos de vida, período que vai desde a gestação até os primeiros seis anos de vida, é considerada como primordial para o desenvolvimento humano.",1
"A IDprimeirainfânciaID, período que vai desde a gestação até os primeiros seis anos de vida, é considerada como primordial para o desenvolvimento humano.","A meninice inicial, período que vai desde a gestação até os primeiros seis anos de vida, é considerada como primordial para o desenvolvimento humano.",0.9736249
"Além disso, os direitos da IDprimeirainfânciaID reverberam nas demais faixas etárias.","Além disso, os direitos da primeiros seis anos de vida reverberam nas demais faixas etárias.",1
"Além disso, os direitos da IDprimeirainfânciaID reverberam nas demais faixas etárias.","Além disso, os direitos da meninice inicial reverberam nas demais faixas etárias.",0.92982787
"Segundo dados parciais do diagnóstico da situação de atenção às crianças na IDprimeirainfânciaID no sistema de justiça brasileiro, que está sendo preparado pelo CNJ, quase 42 mil crianças e adolescentes estavam em acolhimento em 2019.","Segundo dados parciais do diagnóstico da situação de atenção às crianças na primeiros seis anos de vida no sistema de justiça brasileiro, que está sendo preparado pelo CNJ, quase 42 mil crianças e adolescentes estavam em acolhimento em 2019.",1
"Segundo dados parciais do diagnóstico da situação de atenção às crianças na IDprimeirainfânciaID no sistema de justiça brasileiro, que está sendo preparado pelo CNJ, quase 42 mil crianças e adolescentes estavam em acolhimento em 2019.","Segundo dados parciais do diagnóstico da situação de atenção às crianças na meninice inicial no sistema de justiça brasileiro, que está sendo preparado pelo CNJ, quase 42 mil crianças e adolescentes estavam em acolhimento em 2019.",0.98978865
"E, graças a esse dispositivo legal, o CNJ iniciou o projeto “Justiça Começa na Infância”, visando fortalecer a atuação do Sistema de Justiça para promoção dos direito ao desenvolvimento humano integral na IDprimeirainfânciaID.","E, graças a esse dispositivo legal, o CNJ iniciou o projeto “Justiça Começa na Infância”, visando fortalecer a atuação do Sistema de Justiça para promoção dos direito ao desenvolvimento humano integral na primeiros seis anos de vida.",1
"E, graças a esse dispositivo legal, o CNJ iniciou o projeto “Justiça Começa na Infância”, visando fortalecer a atuação do Sistema de Justiça para promoção dos direito ao desenvolvimento humano integral na IDprimeirainfânciaID.","E, graças a esse dispositivo legal, o CNJ iniciou o projeto “Justiça Começa na Infância”, visando fortalecer a atuação do Sistema de Justiça para promoção dos direito ao desenvolvimento humano integral na meninice inicial.",0.9891906
"Durante o evento, foram apresentadas palestras sobre a IDprimeirainfânciaID pelo professor Vital Didonet e pelo deputado federal Osmar Terra.","Durante o evento, foram apresentadas palestras sobre a primeiros seis anos de vida pelo professor Vital Didonet e pelo deputado federal Osmar Terra.",1
