original,correct,incorrect,idiom
"Uma vez que os viajantes de negócios eram responsáveis por ocupar a maior parte dos assentos de primeira classe e classe executiva – e que, em muitos voos, esses passageiros chegavam a representar 75% do lucro da companhia aérea –, a tendência é que as empresas passem a dar um jeito de atrair outros públicos para a área VIP dos aviões.","Uma vez que os viajantes de negócios eram responsáveis por ocupar a maior parte dos assentos de primeira classe e primeira classe – e que, em muitos voos, esses passageiros chegavam a representar 75% do lucro da companhia aérea –, a tendência é que as empresas passem a dar um jeito de atrair outros públicos para a área VIP dos aviões.","Uma vez que os viajantes de negócios eram responsáveis por ocupar a maior parte dos assentos de primeira classe e categoria administradora – e que, em muitos voos, esses passageiros chegavam a representar 75% do lucro da companhia aérea –, a tendência é que as empresas passem a dar um jeito de atrair outros públicos para a área VIP dos aviões.",classe executiva
A mesma sensação eu tive ao experimentar a classe executiva da KLM.,A mesma sensação eu tive ao experimentar a primeira classe da KLM.,A mesma sensação eu tive ao experimentar a categoria administradora da KLM.,classe executiva
"No entanto, a empresa destaca que não existem serviços adicionais de classe executiva para as rotas domésticas que serão operadas por aeronaves widebody, como por exemplo, um menu e serviço de bordo diferente. ","No entanto, a empresa destaca que não existem serviços adicionais de primeira classe para as rotas domésticas que serão operadas por aeronaves widebody, como por exemplo, um menu e serviço de bordo diferente. ","No entanto, a empresa destaca que não existem serviços adicionais de categoria administradora para as rotas domésticas que serão operadas por aeronaves widebody, como por exemplo, um menu e serviço de bordo diferente. ",classe executiva
A funcionária passou a maquininha no meu bilhete e gritou: “ele está na classe executiva.”,A funcionária passou a maquininha no meu bilhete e gritou: “ele está na primeira classe.”,A funcionária passou a maquininha no meu bilhete e gritou: “ele está na categoria administradora.”,classe executiva
"Viajar na classe executiva ou na primeira classe significa usufruir de uma série de benefícios, mimos e conforto que não pertencem a simples mortais como eu.","Viajar na primeira classe ou na primeira classe significa usufruir de uma série de benefícios, mimos e conforto que não pertencem a simples mortais como eu.","Viajar na categoria administradora ou na primeira classe significa usufruir de uma série de benefícios, mimos e conforto que não pertencem a simples mortais como eu.",classe executiva
"Por outro lado, a classe executiva é cheia de luxo, mas tem preços impagáveis para a maioria dos passageiros.","Por outro lado, a primeira classe é cheia de luxo, mas tem preços impagáveis para a maioria dos passageiros.","Por outro lado, a categoria administradora é cheia de luxo, mas tem preços impagáveis para a maioria dos passageiros.",classe executiva
A empresa lançou um pacote de tarifas no que pode ser considerada a classe executiva mais básica do mundo.,A empresa lançou um pacote de tarifas no que pode ser considerada a primeira classe mais básica do mundo.,A empresa lançou um pacote de tarifas no que pode ser considerada a categoria administradora mais básica do mundo.,classe executiva
"Durante um anuncio de seus resultados financeiros hoje(04), a Lufthansa disse que sua nova classe executiva deverá ser disponibilizada em 2022.","Durante um anuncio de seus resultados financeiros hoje(04), a Lufthansa disse que sua nova primeira classe deverá ser disponibilizada em 2022.","Durante um anuncio de seus resultados financeiros hoje(04), a Lufthansa disse que sua nova categoria administradora deverá ser disponibilizada em 2022.",classe executiva
"Já o Boeing 787-9 que a Lufthansa encomendou cerca de 20 aeronaves tem programada entrega para 2022, coincidindo com a previsão da Lufthansa em lançar a nova classe executiva.","Já o Boeing 787-9 que a Lufthansa encomendou cerca de 20 aeronaves tem programada entrega para 2022, coincidindo com a previsão da Lufthansa em lançar a nova primeira classe.","Já o Boeing 787-9 que a Lufthansa encomendou cerca de 20 aeronaves tem programada entrega para 2022, coincidindo com a previsão da Lufthansa em lançar a nova categoria administradora.",classe executiva
"Com isso, linhas aéreas tiveram que cortar muito dos luxos esperados na classe executiva e na primeira classe, tanto para cortar custos quanto para diminuir a chance de transmissão da covid-19.","Com isso, linhas aéreas tiveram que cortar muito dos luxos esperados na primeira classe e na primeira classe, tanto para cortar custos quanto para diminuir a chance de transmissão da covid-19.","Com isso, linhas aéreas tiveram que cortar muito dos luxos esperados na categoria administradora e na primeira classe, tanto para cortar custos quanto para diminuir a chance de transmissão da covid-19.",classe executiva
Mas o maior benefício que a classe executiva perdeu é o espaço.,Mas o maior benefício que a primeira classe perdeu é o espaço.,Mas o maior benefício que a categoria administradora perdeu é o espaço.,classe executiva
"Também não é para menos, a Classe executiva é uma opção reconhecida por proporcionar uma experiência de viagem única e relaxante aos seus passageiros.","Também não é para menos, a Classe executiva é uma opção reconhecida por proporcionar uma experiência de viagem única e relaxante aos seus passageiros.","Também não é para menos, a Classe executiva é uma opção reconhecida por proporcionar uma experiência de viagem única e relaxante aos seus passageiros.",classe executiva
"A classe executiva tem cerca de 60 lugares, nas seções da frente do primeiro andar e no segundo piso.","A primeira classe tem cerca de 60 lugares, nas seções da frente do primeiro andar e no segundo piso.","A categoria administradora tem cerca de 60 lugares, nas seções da frente do primeiro andar e no segundo piso.",classe executiva
"Fácil de explicar: entre as empresas europeias, a classe executiva da Lufthansa é uma das maiores.","Fácil de explicar: entre as empresas europeias, a primeira classe da Lufthansa é uma das maiores.","Fácil de explicar: entre as empresas europeias, a categoria administradora da Lufthansa é uma das maiores.",classe executiva
"A Companhia aérea portuguesa está a oferecer os melhores preços, desde 99€, para viagens na classe executiva, em reservas efetuadas entre o dia 17 e 18 de agosto e é válida para voos durante todo o mês de setembro.","A Companhia aérea portuguesa está a oferecer os melhores preços, desde 99€, para viagens na primeira classe, em reservas efetuadas entre o dia 17 e 18 de agosto e é válida para voos durante todo o mês de setembro.","A Companhia aérea portuguesa está a oferecer os melhores preços, desde 99€, para viagens na categoria administradora, em reservas efetuadas entre o dia 17 e 18 de agosto e é válida para voos durante todo o mês de setembro.",classe executiva
"Eles chegaram a arrombar a porta do carro-forte com explosivos, mas o cofre não foi aberto.","Eles chegaram a arrombar a porta do carro blindado com explosivos, mas o cofre não foi aberto.","Eles chegaram a arrombar a porta do viatura dura com explosivos, mas o cofre não foi aberto.",carro-forte
"O delegado Luiz Alberto informou que as investigações começaram logo depois da tentativa de assalto ao carro-forte, no supermercado Atacadão, na Iputinga, no Recife, em 2020.","O delegado Luiz Alberto informou que as investigações começaram logo depois da tentativa de assalto ao carro blindado, no supermercado Atacadão, na Iputinga, no Recife, em 2020.","O delegado Luiz Alberto informou que as investigações começaram logo depois da tentativa de assalto ao viatura dura, no supermercado Atacadão, na Iputinga, no Recife, em 2020.",carro-forte
"De acordo com um sargento da PM, envolveu uma carreta e um carro-forte, que faz transporte de ​valores.","De acordo com um sargento da PM, envolveu uma carreta e um carro blindado, que faz transporte de ​valores.","De acordo com um sargento da PM, envolveu uma carreta e um viatura dura, que faz transporte de ​valores.",carro-forte
"Antônio Jesus era investigado em diversos estados do Brasil por explosões a agências bancárias, roubos a carro-forte e mineradoras, além de porte de armas de grosso calibre.","Antônio Jesus era investigado em diversos estados do Brasil por explosões a agências bancárias, roubos a carro blindado e mineradoras, além de porte de armas de grosso calibre.","Antônio Jesus era investigado em diversos estados do Brasil por explosões a agências bancárias, roubos a viatura dura e mineradoras, além de porte de armas de grosso calibre.",carro-forte
"Segundo os investigadores, eles fotografaram a agência, visualizaram o abastecimento pelo carro-forte e obtiveram o imóvel para esconder a quadrilha.","Segundo os investigadores, eles fotografaram a agência, visualizaram o abastecimento pelo carro blindado e obtiveram o imóvel para esconder a quadrilha.","Segundo os investigadores, eles fotografaram a agência, visualizaram o abastecimento pelo viatura dura e obtiveram o imóvel para esconder a quadrilha.",carro-forte
"O crime ocorreu nesta quinta-feira (25), na Avenida Nossa Senhora de Fátima, na altura do bairro Agenor de Campos, no momento em que o carro-forte chegava para os profissionais manusearem um caixa eletrônico do lado de fora de um supermercado.","O crime ocorreu nesta quinta-feira (25), na Avenida Nossa Senhora de Fátima, na altura do bairro Agenor de Campos, no momento em que o carro blindado chegava para os profissionais manusearem um caixa eletrônico do lado de fora de um supermercado.","O crime ocorreu nesta quinta-feira (25), na Avenida Nossa Senhora de Fátima, na altura do bairro Agenor de Campos, no momento em que o viatura dura chegava para os profissionais manusearem um caixa eletrônico do lado de fora de um supermercado.",carro-forte
